index,time,branch-misses:u,cpu-cycles:u,LLC-store-misses,cache-misses:u,iTLB-load-misses,branch-load-misses,instructions:u,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,L1-icache-load-misses,L1-dcache-load-misses,cpi
1558,312.165781663,1524357,442645537,214656,3691397,20684,1528444,326871692,2026040,189516,3462852,168395,11291303,1.35418743144022
1559,312.366028172,1542879,433982746,203950,3581023,16180,1526908,327375976,2036614,183104,3354522,171076,11347910,1.32564017464739
1560,312.566253943,1511786,427646039,199915,3606248,14168,1497085,325744387,2011891,185233,3354328,161154,11306303,1.31282703882784
1561,312.766474553,1518893,435819433,203852,3611807,22407,1492020,325794487,2019141,190531,3390843,173171,11309222,1.33771273115496
1562,312.966721012,1510578,444630103,214101,3678594,27286,1527504,324268428,2048451,187508,3429214,200416,11350456,1.37117913619392
1563,313.166948967,1493342,429002294,206086,3654078,16970,1490860,322383668,2055941,187778,3348931,160320,11279922,1.33071968769832
1564,313.367180128,1485757,420431678,205468,3602798,13044,1466690,320175097,2020263,191770,3387919,170680,11207014,1.31313047747745
1565,313.567426624,1535362,435693418,204023,3609701,16077,1521418,323717168,2011278,187179,3383621,166567,11318940,1.34590766591656
1566,313.767658806,1508718,436291317,207753,3604948,19258,1514812,327057434,2038064,188030,3401830,157441,11303763,1.33398991016361
1567,313.967913439,1516565,436044375,209193,3550472,18861,1525597,325119542,2060323,190726,3417351,207796,11269227,1.34118168448945
1568,314.168152556,1508739,441694059,209069,3686797,24517,1517178,324401742,2047700,189397,3439446,179156,11334530,1.36156500355661
1569,314.368447702,1513714,440145803,228733,3711494,30675,1532340,324191323,2055176,182535,3458704,209778,11334045,1.35767299052603
1570,314.568667179,1508924,429932703,216014,3642937,16370,1481046,322169175,2022469,187083,3456262,178499,11287858,1.33449360262353
1571,314.768899946,1533387,445185049,212309,3683533,21118,1528629,330407651,2025891,187112,3433860,175242,11477630,1.347381174899
1572,314.969110558,1517448,439056553,204106,3636624,23184,1517316,325250385,2045967,190229,3378951,183128,11336921,1.34990325376556
1573,315.169318618,1527594,454068544,212069,3719973,23467,1523717,330205044,2063978,186951,3455362,194925,11359113,1.37511086596242
1574,315.369556178,1521733,444048889,204617,3691533,24852,1499672,327366104,2044089,190942,3482213,186901,11586554,1.35642903640384
1575,315.569783106,1528614,437352965,202053,3618051,21036,1515308,327542745,2046099,186893,3361344,186893,11384951,1.3352546245529
1576,315.770008813,1504057,425224051,208173,3600620,15614,1516752,322223739,2025584,185726,3415738,171988,11351245,1.31965463599813
1577,315.970247435,1496906,428560736,206033,3600564,17088,1521080,322953390,2044187,184655,3359153,165112,11188189,1.32700491547712
1578,316.170473131,1532557,430453795,202956,3575511,21230,1535921,328030419,2052995,183286,3378983,182184,11230810,1.31223743307781
1579,316.37069809,1539162,439527554,202101,3600823,18787,1536455,329303303,2025302,183522,3400063,167341,11402218,1.3347195427311
1580,316.570954028,1531292,439382325,203968,3617040,17851,1526984,327664398,2009457,186540,3335881,162300,11291885,1.34095229045909
1581,316.771204102,1500564,425283300,207534,3564502,14204,1503297,321293899,2024303,187543,3370988,167725,11269706,1.32365818748398
1582,316.971435428,1441423,446708408,203147,3538015,15374,1439853,305502912,1972839,172776,3359895,195682,11161146,1.46220671048792
1583,317.171693424,1517108,428915928,207416,3612451,16606,1523161,326008205,2045817,188410,3426793,166692,11225432,1.31565991720975
1584,317.371939534,1504377,432190822,211755,3612089,17617,1506971,326530062,2048648,188090,3337940,159687,11106816,1.32358662278391
1585,317.57219539,1501965,428642838,207674,3594819,10232,1494561,323671564,2014297,185728,3339945,160398,11228669,1.32431416804968
1586,317.772463232,1509235,436387241,202978,3603474,14854,1504067,327862123,2051237,190714,3408397,165550,11399046,1.33100840379784
1587,317.972694124,1510926,433435528,207278,3615525,15325,1509457,326459074,2027878,186371,3345934,158428,11430925,1.327687182008
1588,318.172947882,1484955,425501836,199161,3615019,11654,1505003,319773525,2017347,191902,3337630,174635,11155014,1.3306349736114
1589,318.373171184,1509569,425909590,207722,3549587,16906,1532914,326298680,2012569,189417,3370889,177268,11143020,1.30527524659309
1590,318.573382592,1490068,424404934,214355,3649385,17497,1510292,321693831,2036122,182786,3410167,184838,11038953,1.31928216553211
1591,318.773594487,1517361,434063370,211978,3641083,19058,1511084,325720111,2064034,185190,3425070,170752,11278665,1.33262686380455
1592,318.9738431,1509298,431971459,203260,3611969,15528,1502375,323625654,2018434,185811,3349650,166127,11229044,1.33478744240715
1593,319.174070568,1494703,439507396,198760,3648624,14083,1515427,321416080,2050733,191987,3384517,170049,11272544,1.36740948368233
1594,319.374289636,1473783,425340882,205974,3648418,13398,1500818,322689256,2027576,182729,3406488,157883,11195134,1.31811293401104
1595,319.574533921,1502602,433931309,203003,3631787,14823,1504365,323945937,2045030,188959,3347111,167239,11189749,1.33951767698818
1596,319.774782869,1525502,425282005,196182,3548510,17234,1527331,326013133,2027213,186427,3316836,161587,11222765,1.30449347572756
1597,319.975012315,1505902,432391075,205195,3600561,18261,1503778,322854577,2007375,188061,3367141,165596,11319328,1.33927503527385
1598,320.175262059,1502874,436477348,203200,3628076,18960,1510838,324174285,2060466,188742,3377916,167348,11301387,1.34642804255742
1599,320.375494092,1514345,435725182,205404,3657727,22195,1500211,325068856,2051593,188536,3428249,175408,11462466,1.34040888247996
1600,320.575728385,1533899,443418893,199854,3597452,17894,1544235,330090703,2042362,191321,3348724,169002,11158143,1.3433243922656
1601,320.775989738,1517292,437815599,204779,3664373,20494,1517778,324525871,2043727,191214,3404106,151425,11363254,1.34909305581989
1602,320.976214089,1525480,450750151,205079,3638578,29595,1526692,327389372,2079256,188352,3443124,194514,11428276,1.37680141614371
1603,321.176432765,1532822,446190132,201352,3642117,19599,1538820,329145082,2060965,187967,3396130,190345,11394682,1.35560321694249
1604,321.376671303,1515690,432380117,206775,3595254,14034,1512300,325043606,2010012,187415,3339343,168983,11331632,1.33022188106048
1605,321.576892402,1492113,433832004,198308,3613271,16046,1512008,323771590,2026388,190637,3344549,174810,11184264,1.33993227756642
1606,321.777102265,1514039,430316226,200890,3600786,12880,1512336,323502723,2010950,183835,3372129,160931,11349108,1.33017806468355
1607,321.977338753,1517618,434291435,204148,3670628,21553,1505283,322522833,2042141,191580,3401344,174665,11408872,1.34654477315719
1608,322.177553297,1535601,457920195,215261,3704680,32812,1514078,327905907,2063046,186083,3525127,199639,11511966,1.39649876755651
1609,322.377783089,1518904,448498266,208635,3718090,20212,1507904,327962125,2049044,185236,3457364,177073,11456655,1.36753067446432
1610,322.578028565,1522460,431826610,215183,3586629,20614,1527568,324556994,2052079,191092,3447203,172760,11243703,1.33051087477104
1611,322.778260344,1509862,435067598,205465,3649991,18283,1529604,325149948,2034316,187317,3460123,185760,11353403,1.33805218384965
1612,322.978485234,1494209,443227076,209610,3687763,22024,1529675,321800754,2050940,191652,3477853,215175,11314923,1.37733386417112
1613,323.178733766,1540919,433862259,208881,3582217,25634,1549439,329039231,2031969,187317,3263251,301132,11110943,1.31857303969933
1614,323.378968127,1504988,437608369,204241,3622661,21293,1492868,327237443,2032028,186973,3416612,171206,11397582,1.33728085939114
1615,323.579201838,1519646,445434858,214353,3710744,23227,1526421,327523604,2092747,189174,3515597,177674,11575094,1.3600084163705
1616,323.779486815,1526924,438244478,213680,3631237,24809,1484398,324379219,1942569,177329,3309244,179508,11061749,1.35102513456634
1617,323.979728475,1531475,428403261,198047,3568314,20816,1537315,328963092,2009836,180423,3343170,157834,11378340,1.30228366469756
1618,324.17998317,1481396,438214605,207269,3523967,16804,1514611,320055133,2067471,185576,3377011,329711,11245188,1.3691847429299
1619,324.380231899,1510455,430632688,218732,3658590,16498,1521409,325050239,2030398,185016,3477564,152903,11385609,1.32481886284661
1620,324.580459446,1503269,429918314,212827,3619477,17160,1518193,323777339,2041209,187519,3422050,150193,11352674,1.32782088866324
1621,324.78068744,1537742,436014029,201567,3601965,20467,1551364,328381923,2031955,189485,3401240,171676,11309200,1.32776501525025
1622,324.980930124,1529377,440634937,207298,3645337,13115,1541684,328719771,2053151,191437,3383753,164351,11362420,1.34045766599174
1623,325.181159989,1446602,441217227,212742,3596895,8994,1478093,310647207,2033157,184907,3340649,217631,11237046,1.42031609188104
1624,325.38136525,1513706,442629431,214878,3672188,18543,1531701,327722109,2061627,189421,3418122,161820,11384557,1.35062426014108
1625,325.581574939,1514640,428422088,214408,3651977,13074,1508737,325021602,2024291,185184,3418404,159002,11264045,1.31813419589262
1626,325.781803176,1546695,446061039,205817,3667210,18820,1533919,330298885,2060704,186547,3430374,174924,11484348,1.35047697481631
1627,325.982025012,1527249,440061354,227846,3669179,17850,1542355,326672237,2055916,186689,3412233,168040,11307042,1.34710362301159
1628,326.18227749,1516426,452414406,209603,3662063,18487,1455328,315165503,2019033,176915,3438574,173994,11463727,1.4354819981678
1629,326.382524093,1492720,436902870,205973,3630590,16942,1503714,325372504,2074851,189719,3411490,163541,11225166,1.34277747698066
1630,326.582770876,1541389,436844605,211888,3673037,14573,1533291,326065329,2060262,189318,3448396,163664,11533111,1.33974564649282
1631,326.782993321,1519678,434348868,204923,3641071,20603,1532976,325397752,2065528,190967,3399428,182024,11435673,1.33482442742874
1632,326.98323357,1528861,448073050,206085,3662278,21545,1542432,328752879,2090975,192762,3439132,199058,11391512,1.36294791200901
1633,327.183467148,1526710,440075800,200707,3633522,22955,1490708,322340637,1984875,180280,3358169,161005,11428765,1.36525076110711
1634,327.383714948,1523182,433108251,201940,3588868,16826,1521042,327335531,2061829,185521,3392725,165289,11343183,1.3231324130224
1635,327.583975888,1528838,433882743,203283,3595198,13977,1528399,326999935,2075662,187735,3370017,158356,11316801,1.3268588050331
1636,327.784206583,1528628,438541665,202267,3621880,15428,1525403,325815755,2052324,190125,3374258,159031,11419264,1.34598053737457
1637,327.984429074,1529625,436086549,212466,3641720,14307,1524222,326387889,2023725,192677,3402241,153474,11286020,1.33609905176353
1638,328.184672937,1501443,434984666,210268,3639443,21268,1507426,325328864,2041089,189552,3321022,169551,11251550,1.33706139889266
1639,328.384881782,1541193,446745115,207122,3653632,14641,1524825,328128481,2047300,194281,3429358,159687,11440586,1.36149447813401
1640,328.585089172,1526758,437431956,201913,3616246,13239,1512398,325117943,2026127,181010,3356374,157707,11424435,1.34545621187078
1641,328.78531872,1525774,441278374,206461,3627789,18362,1538343,326623399,2071958,199037,3407279,161076,11280262,1.35103111213413
1642,328.985548881,1518612,438036045,202345,3662433,15991,1523139,329370269,2037623,186690,3354708,152179,11189231,1.32991980827511
1643,329.185774898,1492548,429276489,207880,3580348,20326,1534315,323339580,2066934,186730,3311628,283734,11175283,1.32763359499632
1644,329.386016724,1526634,430621293,198382,3609177,16044,1521348,323819186,2034409,190524,3347521,162888,11256815,1.32982019477994
1645,329.586248364,1495516,426881942,207200,3603332,11896,1523239,319123885,2022998,191108,3357146,166007,11270237,1.33766841676548
1646,329.786473997,1513881,429023476,202455,3589247,11853,1510670,321900888,2024353,180873,3382711,156980,11301140,1.3327812752104
1647,329.986734539,1519306,429971534,210042,3578231,14043,1520983,323201371,2037184,186389,3352815,161122,11235383,1.33035182576623
1648,330.186966972,1452265,420272962,207174,3513220,13954,1508153,314452373,2039670,186772,3385455,312110,11234347,1.33652342321487
1649,330.387199068,1511367,432241104,209072,3631747,10123,1508806,324362469,2007710,186073,3351627,159848,11235164,1.33258667481656
1650,330.587461797,1459827,426190672,207155,3657533,11368,1474905,320529762,2041894,190589,3379064,148389,11182389,1.32964461502954
1651,330.787693577,1534412,428045775,205468,3621901,14082,1522307,327163529,2020866,184400,3389371,163241,11342485,1.30835419311057
1652,330.987953489,1518013,435279409,203017,3610638,14982,1521392,325730715,2054039,192684,3373305,159840,11332319,1.33631674556696
1653,331.188208799,1457016,434295420,203130,3523759,14933,1481507,307183559,2034037,182092,3398267,227199,11229841,1.41379773518413
1654,331.388445196,1512490,425019266,200617,3598906,13718,1526529,322428242,2032661,186189,3347616,153379,11274799,1.31818249965833
1655,331.588668119,1510391,436972609,206177,3611128,11824,1516604,328100493,2027883,188253,3368717,152473,11336440,1.33182551786047
1656,331.788915999,1504676,431384664,215270,3687546,14861,1511671,323071849,2039134,189587,3421265,152463,11348873,1.33525921659612
1657,331.989137154,1465820,423330607,210435,3607635,10905,1463603,319206479,2013145,197391,3346567,154076,10963906,1.32619678750318
1658,332.189378594,1494729,428796294,204930,3643835,14511,1478513,319753168,2010628,192311,3374871,152045,11311878,1.34102281669966
1659,332.389618574,1510510,424775713,209548,3618309,16215,1503242,321169808,2029592,190638,3394378,160694,11125834,1.32258917998917
1660,332.589846104,1523581,428928327,209483,3575739,17166,1507934,325978879,2039009,190669,3380658,149688,11197361,1.31581631397659
1661,332.790069767,1488733,431860158,201831,3658356,12014,1494896,322897212,2034526,193979,3356138,153267,11155164,1.33745396971715
1662,332.990316065,1508601,431041582,204392,3644322,18255,1507921,323760042,2038054,186227,3436202,173005,11420846,1.33136127403888
1663,333.190549199,1510605,431918765,209361,3642245,12504,1513054,323877458,2054984,186278,3423129,161871,11245902,1.33358699202832
1664,333.390780988,1500046,427431634,199867,3570244,11803,1497415,322959029,2040126,187697,3336836,165583,11224687,1.32348563012307
1665,333.591027668,1519761,431997752,203066,3634493,17308,1531934,326971485,2043430,189833,3375215,172541,11251766,1.3212092546847
1666,333.791258488,1521578,432493738,201955,3602013,14725,1502689,324640913,2015896,186049,3347900,159008,11217197,1.33222191252278
1667,333.9914886,1500723,432092617,218372,3607083,16263,1501975,321168183,2039766,192901,3396335,161109,11223745,1.34537802893134
1668,334.19173878,1491661,432742676,208949,3624223,16330,1504244,320937908,2048753,190869,3399684,154231,11205477,1.34836884398212
1669,334.391977152,1503043,421712905,203288,3612240,13193,1504909,320225511,2010927,185024,3400203,160937,11410612,1.31692476243718
1670,334.592198591,1495826,426913045,202479,3592686,13405,1497487,322458935,2017431,189536,3388968,167503,11198548,1.3239299602599
1671,334.79243598,1501984,423010715,202532,3570190,18275,1501572,320279564,2023876,184839,3352368,159792,11227896,1.32075462360752
1672,334.99265711,1488479,419416607,209235,3561678,13529,1483593,319636866,2035518,192342,3364430,156510,11159038,1.31216593457652
1673,335.192880081,1478221,421334529,205049,3604169,14268,1491267,318905530,2026125,188370,3395249,164419,11125841,1.32118915905911
1674,335.393119405,1493589,423368074,207981,3579814,12984,1484620,321008182,2012872,188390,3392679,156895,11170067,1.31887004051504
1675,335.59334328,1493132,427886272,213941,3631050,12916,1495066,319531321,2026137,193942,3397600,160068,11160569,1.33910588377031
1676,335.793568904,1487612,429153477,208610,3619053,16985,1482161,321513627,2017310,191044,3398534,161981,11125705,1.33479094184708
1677,335.993810194,1500793,424921482,218284,3617065,17112,1521622,320894772,2004129,189079,3394281,165499,11114837,1.32417701713134
1678,336.194036655,1475927,426972048,215711,3701696,13990,1480778,317592832,2009460,188192,3404158,160797,11150757,1.34440077035492
1679,336.394264586,1481823,423823728,216102,3656810,15546,1472503,318070689,1990212,189378,3390359,160440,11062243,1.33248281799396
1680,336.594527735,1523149,432105640,209626,3675073,15346,1505359,324776354,2032053,190918,3411279,159498,11255751,1.33047136799867
1681,336.794751714,1498540,430586616,215097,3672132,16745,1505660,323236944,2023759,185103,3464510,168901,11215145,1.3321083000958
1682,336.99501723,1529915,445195573,210463,3683921,17626,1512751,330640415,2038151,192420,3428349,180915,11304597,1.34646447561469
1683,337.195279787,1479893,436886598,213492,3791556,15279,1504085,314829701,2032518,186485,3433387,174513,11158504,1.38769181119922
1684,337.395514009,1517834,435229041,204561,3657128,18214,1493171,322004588,2016154,183741,3427508,154863,11338680,1.35162372593275
1685,337.595749546,1536449,429127442,200141,3577303,14663,1533855,326352751,2041956,186724,3371413,165763,11310271,1.31491902760152
1686,337.796013035,1487198,428055253,202068,3648513,14220,1518761,320531939,2048316,192113,3414062,164500,11205766,1.335452730032
1687,337.9962272,1494680,428621776,210612,3643531,13959,1496252,323744253,2033608,199131,3381936,158456,11316838,1.32395176757006
1688,338.196452397,1488386,432050893,205641,3625963,14430,1481539,323232662,2020002,189034,3421158,150704,11341455,1.33665604931967
1689,338.396698971,1494037,427670260,209856,3619092,16340,1497080,323440343,2027233,190250,3370840,148421,11234740,1.32225391561621
1690,338.596948177,1476878,422630021,206252,3603864,13512,1484343,317792586,2033912,184015,3373508,155008,11150497,1.32989263947146
1691,338.797167082,1505550,424002136,205228,3630362,13829,1506167,321427006,2027432,183961,3409452,150746,11432342,1.31912418087234
1692,338.997386341,1519015,441673604,212196,3662056,19878,1483535,320923854,2034107,184064,3442694,173868,11467952,1.37625669919818
1693,339.197613806,1508231,447370477,208397,3652238,21728,1513842,326545629,2061780,189083,3417647,173445,11323292,1.37000908072176
1694,339.397840753,1370246,464361751,259785,3838433,25898,1380049,291961960,1988197,178315,3674696,356256,10438671,1.59048716825987
1695,339.598071869,1517396,442223273,210464,3645847,19554,1525436,327562995,2038137,190486,3408185,153132,11234725,1.35004038841445
1696,339.798320989,1484148,422018554,202483,3629189,16572,1474418,319777222,2022166,189752,3416952,150446,11233455,1.31972675026866
1697,339.998549383,1500655,430821792,200602,3645778,12941,1506296,321509806,2037825,186873,3351734,163584,11329378,1.33999580715743
1698,340.198783686,1509211,426629111,195556,3614333,25999,1501473,323600488,1977577,183316,3266824,183254,11295048,1.31838216201948
1699,340.399031231,1507240,425403343,200811,3560410,14469,1511033,324348191,2063560,184195,3370594,148791,11337285,1.31156379102481
1700,340.599260311,1520705,428989219,204438,3634006,15692,1514477,323027514,2024228,186633,3393235,156954,11353955,1.32802687203914
1701,340.799506564,1508742,433680009,206670,3592105,16133,1531845,327580443,2072818,186547,3390750,149021,11305662,1.3238885845209
1702,340.999759686,1511870,429604808,205875,3597327,12448,1514507,325918146,2069296,186649,3398620,145129,11483938,1.31813712514184
1703,341.199998853,1509551,431867436,203202,3535124,14302,1507051,325275799,2025983,184551,3293210,256311,11281098,1.3276961806802
1704,341.40022134,1535169,444582487,201064,3638226,18598,1536766,327577131,2064496,183824,3378090,178806,11391343,1.35718414054979
1705,341.600451171,1253588,454325988,183663,2792007,69166,1312581,264429385,1751213,153392,2617426,1162810,9764147,1.71813729400762
1706,341.800654143,1152927,455207722,179665,2674455,66691,1216884,248229214,1730935,152985,2551482,1223043,9673587,1.83382009983724
1707,342.000866179,1351575,442462499,202659,3287272,36025,1351304,283021957,1898949,169494,3187335,540649,10967909,1.56335043291358
1708,342.201073194,1512775,436386077,212139,3675783,14434,1510192,324774485,2046712,189206,3428064,158090,11343316,1.34365874523671
1709,342.40128079,1505726,432619675,207182,3654814,16672,1502168,322284459,2042464,185117,3420072,158815,11365897,1.34235351075368
1710,342.601477484,1513689,428630277,202035,3581036,12699,1511779,321840666,2015006,197503,3355062,158298,11358679,1.33180894237896
1711,342.801681358,1511647,426631245,200699,3588138,13064,1500355,323356841,2031067,186789,3335444,159335,11360078,1.31938215279633
1712,343.001886771,1504408,427927397,211260,3651177,16509,1495962,321817230,2038934,189048,3413346,158441,11389892,1.32972183310384
1713,343.202086706,1473046,426826326,206049,3693206,11396,1479763,316739589,2035033,183220,3377275,163408,11179806,1.34756229035834
1714,343.402288824,1483071,428933686,203272,3696038,14890,1497524,321855078,2014688,187987,3376490,160851,11256053,1.33269199499782
1715,343.60251096,1505569,422774942,225640,3665384,19058,1493842,322920085,2005813,189742,3466776,161326,11316491,1.30922467086555
1716,343.802724159,1492998,424937446,202388,3627725,17049,1477226,321609451,2026430,186264,3377398,155957,11341919,1.32128407507527
1717,344.002949538,1505544,432275141,203085,3636220,14629,1508395,323547219,2044902,186461,3358373,166461,11208784,1.33604962619073
1718,344.203163258,1497350,431348273,207323,3649519,15517,1489716,323042745,2030717,184404,3368108,165913,11187058,1.33526686383252
1719,344.403371876,1513568,430087115,202556,3542398,13170,1519223,327255102,2033129,188548,3353306,156425,11227986,1.31422585124433
1720,344.603599066,1519948,429487765,201684,3575160,14506,1514775,324344194,2017179,182355,3358758,166271,11341147,1.3241728168564
1721,344.803827356,1512562,425141923,205536,3600182,11733,1511288,324013479,2023125,185745,3361443,156825,11253011,1.31211184272985
1722,345.004026013,1510525,424657827,196835,3599159,16571,1502834,321991003,2036623,186234,3360197,161323,11335132,1.31884997730822
1723,345.204262751,1498548,425012063,207284,3587125,14283,1490599,321871305,2043644,184645,3407938,159105,11253268,1.32044098494583
1724,345.404475356,1483332,421458951,207530,3571386,11306,1486169,322875113,2033024,186093,3359993,148513,11234943,1.30533117614426
1725,345.604679062,1517757,426476490,199721,3567376,10507,1507028,324933567,2027616,187143,3364365,150249,11363475,1.31250364170594
1726,345.804899825,1492740,429134403,205550,3587308,16927,1507095,323955504,2044669,191620,3369793,157610,11295270,1.32467081960737
1727,346.005099884,1500159,430611601,200943,3610883,15235,1503655,324655906,2054355,184992,3387733,167034,11212388,1.32636306021798
1728,346.205297779,1491894,423234242,213266,3615075,14727,1519432,323292598,2046847,184738,3460160,160423,11176759,1.30913681481814
1729,346.405515855,1487753,434508648,218559,3660848,17309,1504608,322682106,2027264,186384,3409902,153014,11208286,1.34655327928224
1730,346.605716148,1495315,431684777,212285,3674467,11229,1493141,325046896,2016500,185321,3382995,157152,11208485,1.32806921804908
1731,346.805924744,1521127,428483187,203801,3585524,17352,1477488,324844140,2034785,188138,3399520,156455,11303374,1.31904237829256
1732,347.00614606,1426817,457659333,201892,3544411,18678,1464791,309148249,2010337,181686,3377794,198442,11059871,1.48038791900128
1733,347.206365451,1512338,436508812,200777,3666477,15388,1519016,326259475,2021556,186795,3434235,166852,11356429,1.33791918840058
1734,347.406583801,1526720,451843294,223224,3740772,23646,1507912,328704791,2047192,192609,3492823,161667,11443533,1.3746173051673
1735,347.606859169,1530241,449408319,202449,3670367,17581,1521749,328299586,2036555,193634,3385156,168144,11539952,1.36889700189875
1736,347.807071063,1497419,424972077,209054,3558163,16674,1493930,322497728,2018944,195734,3351132,152618,11193621,1.31775215793148
1737,348.007284194,1506646,425299055,199951,3559810,13201,1493979,322286932,2034588,185758,3346823,153490,11182220,1.3196286065983
1738,348.207511715,1469109,427644027,210343,3642008,14918,1483724,320316793,2026754,193565,3360404,156658,11118742,1.33506589834021
1739,348.407719483,1502159,424474360,216602,3620797,13171,1503250,322462589,2010240,185710,3394771,157147,11167288,1.31635226683614
1740,348.607943882,1470969,427416343,205918,3622209,16157,1499615,322912084,2039225,188488,3329291,153698,11164523,1.32363068518675
1741,348.810633183,1533965,436157513,211263,3621202,18078,1521275,328250197,2065494,196548,3421888,157677,11507268,1.32873496188641
1742,349.010850378,1501632,430044259,211360,3595747,15176,1503273,324821818,2030414,191183,3369765,151062,11235846,1.32393895720392
1743,349.211074084,1482676,427454386,201714,3664019,13585,1490289,321287085,2039752,179454,3393128,150914,11342481,1.33044372449643
1744,349.411331339,1493616,423684878,212648,3594912,19362,1497000,322959201,2018528,192383,3419832,152697,11284006,1.31188359609547
1745,349.611550293,1490442,423742755,209739,3661218,12490,1500480,320897346,2025652,184592,3379870,151894,11187888,1.32049317416293
1746,349.811768572,1525067,429280598,206043,3612859,16147,1509639,325896009,2000562,189525,3365057,161993,11234793,1.31723183514039
1747,350.012006164,1526793,431476877,207239,3611366,16847,1515496,328448295,2013409,189216,3411430,217776,11498542,1.31368280355969
1748,350.212217618,1495397,430931509,218578,3608724,13649,1509364,325775062,2037380,188997,3372972,150158,11301172,1.32278851043546
1749,350.412424166,1496333,428099306,211140,3660469,12276,1511463,322386031,2038350,185561,3410998,147884,11261649,1.32790898126724
1750,350.612638956,1504647,424600064,201672,3621074,12507,1489153,323527050,2018484,187346,3376968,154626,11299830,1.31240977840956
1751,350.812839931,1486884,421317879,204976,3611852,13099,1492993,321288758,2029604,182941,3407267,148945,11351070,1.31133713368209
1752,351.013041423,1477672,420854634,206095,3611258,14484,1468126,321081055,2041148,187888,3401706,149513,11336736,1.31074265343995
1753,351.213263385,1504151,425069831,219558,3589670,14111,1502148,321828484,2006690,196649,3365828,157893,11201400,1.3207961760153
1754,351.413476989,1488419,427856164,206976,3656806,11489,1490340,322645708,2010013,198314,3360391,159807,11206339,1.32608664361963
1755,351.61368426,1481006,423374721,216362,3622270,13507,1474619,319967417,1991414,185026,3409316,149247,11144512,1.32318073186808
1756,351.813907456,1503891,424892233,215192,3644797,14684,1493888,322088375,2039584,181745,3431904,164966,11432325,1.3191790389827
1757,352.014118435,1519917,432228859,204570,3586899,15277,1513746,326105645,2025875,195547,3381895,163675,11139843,1.32542587234269
1758,352.21432898,1482517,420123407,202338,3540258,16088,1485031,320887551,2024899,191283,3384916,160531,11173904,1.30925430323098
1759,352.414561643,1527100,430561205,217133,3616691,16739,1514183,327649277,2014671,186709,3437073,155087,11378724,1.31409172924865
1760,352.614768715,1517403,434172790,208491,3621856,17078,1512679,329654425,2031620,186234,3423300,156699,11371593,1.31705433652225
1761,352.814984484,1502621,431815410,209561,3636562,15170,1492495,324683748,2039849,185936,3378251,156779,11332061,1.32995695860946
1762,353.015197534,1495454,428012349,203368,3624352,14202,1495095,323734913,2020066,193008,3365344,156916,11173133,1.32210747686642
1763,353.215425285,1491854,426617900,203830,3603985,13228,1496132,325290323,2034396,182429,3414122,168616,11207563,1.31149889755558
1764,353.415639269,1517824,423262867,207860,3606248,12875,1519181,322469699,2023716,185273,3395381,151825,11282852,1.31256632270432
1765,353.615849339,1500919,433526923,211456,3608875,15811,1501876,324332240,2036043,182320,3356350,163115,11140021,1.33667538879268
1766,353.816071219,1502542,426354650,207929,3619060,16133,1496714,322551416,2027209,181426,3399957,166574,11169128,1.32181918556513
1767,354.016285933,1529177,441409265,215084,3660125,15739,1537772,326557663,2043315,184514,3406681,158273,11374753,1.35170389494121
1768,354.216483082,1483705,433581299,208240,3713548,15840,1502171,324393649,2028689,184857,3402540,173194,11284604,1.33658997436167
1769,354.41670302,1509820,424361486,204365,3644225,18635,1487340,323760160,2052830,188239,3408791,167432,11418282,1.31072793514804
1770,354.616919235,1487377,429100093,225048,3618011,15923,1471148,318885942,2037575,190861,3440734,161213,11231229,1.34562248278728
1771,354.817126303,1487965,420397823,218103,3647718,17992,1482981,318725795,2013153,191107,3421197,154274,11201909,1.31899529186208
1772,355.017360572,1500228,421432528,212063,3619804,13439,1509875,322734666,2011322,187393,3362632,153304,11116724,1.30581735523881
1773,355.217568277,1493917,425418109,202016,3655918,11473,1479810,319580907,2022780,180770,3364571,159134,11234923,1.33117498474338
1774,355.417776247,1489010,425028590,204307,3625877,13135,1490108,320393080,1999719,182682,3371459,160812,11217700,1.32658480014612
1775,355.617994026,1509832,424452024,207707,3583761,13457,1488948,327289934,1999741,181185,3418862,158350,11355893,1.29686855569472
1776,355.818199038,1518235,435747014,210789,3678203,20224,1513104,327570115,2042894,187856,3419059,157375,11288089,1.33024044027948
1777,356.018407878,1507083,420534186,209706,3606748,14263,1478380,321255703,2006655,183816,3385984,156761,11207297,1.3090325932673
1778,356.218631819,1482861,437243667,213735,3695503,16361,1465611,318312439,2033178,190354,3414345,167939,11219431,1.37363047568493
1779,356.418853391,1499325,438287437,208504,3655713,26695,1494135,323318848,2048154,195455,3407410,161706,11224217,1.3555888860522
1780,356.619067794,1497100,427189182,220077,3636439,14470,1485256,321583726,1976928,196992,3469247,162666,11177893,1.32839179181598
1781,356.819307388,1481312,429845906,210931,3647857,15540,1493646,323328819,2039323,188081,3394331,155252,11134130,1.32943888926895
1782,357.019531318,1501042,431376346,214557,3622836,17798,1502473,321678785,2028003,182741,3431899,221935,11146680,1.34101583976077
1783,357.219751028,1492966,427630725,214218,3617115,14925,1505065,324179082,2033122,183821,3384833,151750,11279993,1.31911881038641
1784,357.420015096,1474058,429892984,213277,3633917,17348,1494986,320887062,2026252,188412,3399112,155735,11167421,1.33970182942434
